id,category,question,answer,url,confidence
3692.0,international,Collaborations agroalimentaire,"Des partenariats avec des entreprises agroalimentaires soutiennent des projets, sur candidature au bureau international.",/international/partenariats-agroalimentaire,
3693.0,international,Partenaires projets agroalimentaire,"Des partenariats avec des entreprises agroalimentaires soutiennent des projets, sur candidature au bureau international.",/international/partenariats-agroalimentaire,
3694.0,international,Liens agroalimentaire abroad,"Des partenariats avec des entreprises agroalimentaires soutiennent des projets, sur candidature au bureau international.",/international/partenariats-agroalimentaire,
3695.0,international,Projets agroalimentaire Sfax,"Des partenariats avec des entreprises agroalimentaires soutiennent des projets, sur candidature au bureau international.",/international/partenariats-agroalimentaire,
3696.0,vie_etudiante,Quels sont les soutiens pour les activités de salsa?,"Le club de salsa offre des cours gratuits et 200 DT par spectacle, sur validation par le bureau étudiant.",/vie-etudiante/soutien-salsa,
3697.0,vie_etudiante,Aides projets salsa,"Le club de salsa offre des cours gratuits et 200 DT par spectacle, sur validation par le bureau étudiant.",/vie-etudiante/soutien-salsa,
3698.0,vie_etudiante,Support initiatives salsa,"Le club de salsa offre des cours gratuits et 200 DT par spectacle, sur validation par le bureau étudiant.",/vie-etudiante/soutien-salsa,
3699.0,vie_etudiante,Financement salsa,"Le club de salsa offre des cours gratuits et 200 DT par spectacle, sur validation par le bureau étudiant.",/vie-etudiante/soutien-salsa,
3700.0,vie_etudiante,Soutien salsa ISET,"Le club de salsa offre des cours gratuits et 200 DT par spectacle, sur validation par le bureau étudiant.",/vie-etudiante/soutien-salsa,
3701.0,inscription,Quels sont les frais pour une inscription tardive en ligne à une formation courte?,"Une inscription tardive en ligne à une formation courte coûte 350 DT, avec une justification, avant le 15 octobre.",/admissions/frais-tardive-formation-courte-en-ligne,
3702.0,inscription,Coût formation courte retard en ligne,"Une inscription tardive en ligne à une formation courte coûte 350 DT, avec une justification, avant le 15 octobre.",/admissions/frais-tardive-formation-courte-en-ligne,
3703.0,inscription,Frais inscription tardive formation courte web,"Une inscription tardive en ligne à une formation courte coûte 350 DT, avec une justification, avant le 15 octobre.",/admissions/frais-tardive-formation-courte-en-ligne,
3704.0,inscription,Tarifs formation courte tardifs digital,"Une inscription tardive en ligne à une formation courte coûte 350 DT, avec une justification, avant le 15 octobre.",/admissions/frais-tardive-formation-courte-en-ligne,
3705.0,inscription,Prix retard formation courte ISET,"Une inscription tardive en ligne à une formation courte coûte 350 DT, avec une justification, avant le 15 octobre.",/admissions/frais-tardive-formation-courte-en-ligne,
3706.0,programmes,Quels sont les cours sur la gestion des achats?,"Un module en Gestion couvre la négociation, les fournisseurs et les contrats, avec des simulations d’achats.",/programmes/cours-gestion-achats,
3707.0,programmes,Modules achats ISET,"Un module en Gestion couvre la négociation, les fournisseurs et les contrats, avec des simulations d’achats.",/programmes/cours-gestion-achats,
3708.0,programmes,Formation gestion achats,"Un module en Gestion couvre la négociation, les fournisseurs et les contrats, avec des simulations d’achats.",/programmes/cours-gestion-achats,
3709.0,programmes,Cours purchasing management,"Un module en Gestion couvre la négociation, les fournisseurs et les contrats, avec des simulations d’achats.",/programmes/cours-gestion-achats,
3710.0,programmes,Achats programme,"Un module en Gestion couvre la négociation, les fournisseurs et les contrats, avec des simulations d’achats.",/programmes/cours-gestion-achats,
3711.0,recherche,Quels sont les critères pour une subvention de projet innovant?,"Une subvention (max 2500 DT) nécessite un projet novateur, un prototype et l’accord du comité de recherche.",/recherche/subvention-projet-innovant,
3712.0,recherche,Conditions aide innovant,"Une subvention (max 2500 DT) nécessite un projet novateur, un prototype et l’accord du comité de recherche.",/recherche/subvention-projet-innovant,
3713.0,recherche,Critères subvention innovant,"Une subvention (max 2500 DT) nécessite un projet novateur, un prototype et l’accord du comité de recherche.",/recherche/subvention-projet-innovant,
3714.0,recherche,Éligibilité projet innovant,"Une subvention (max 2500 DT) nécessite un projet novateur, un prototype et l’accord du comité de recherche.",/recherche/subvention-projet-innovant,
3715.0,recherche,Subvention innovant ISET,"Une subvention (max 2500 DT) nécessite un projet novateur, un prototype et l’accord du comité de recherche.",/recherche/subvention-projet-innovant,
3716.0,logistique,Y a-t-il un service de prêt de baromètres?,"Oui, des baromètres sont prêtés pour les projets sur demande au service technique, pour une durée de 48h.",/campus/pret-barometres,
3717.0,logistique,Emprunter baromètre,"Oui, des baromètres sont prêtés pour les projets sur demande au service technique, pour une durée de 48h.",/campus/pret-barometres,
3718.0,logistique,Prêt baromètres,"Oui, des baromètres sont prêtés pour les projets sur demande au service technique, pour une durée de 48h.",/campus/pret-barometres,
3719.0,logistique,Accès baromètres ISET,"Oui, des baromètres sont prêtés pour les projets sur demande au service technique, pour une durée de 48h.",/campus/pret-barometres,
3720.0,logistique,Baromètres campus,"Oui, des baromètres sont prêtés pour les projets sur demande au service technique, pour une durée de 48h.",/campus/pret-barometres,
3721.0,administration,Comment demander une attestation de présence à une conférence?,Demandez au bureau de la recherche avec votre inscription à la conférence. Délivrée sous 3 jours après vérification.,/administration/attestation-conference,
3722.0,administration,Certificat conférence,Demandez au bureau de la recherche avec votre inscription à la conférence. Délivrée sous 3 jours après vérification.,/administration/attestation-conference,
3723.0,administration,Preuve participation conférence,Demandez au bureau de la recherche avec votre inscription à la conférence. Délivrée sous 3 jours après vérification.,/administration/attestation-conference,
3724.0,administration,Attestation conférence ISET,Demandez au bureau de la recherche avec votre inscription à la conférence. Délivrée sous 3 jours après vérification.,/administration/attestation-conference,
3725.0,administration,Document conférence,Demandez au bureau de la recherche avec votre inscription à la conférence. Délivrée sous 3 jours après vérification.,/administration/attestation-conference,
3726.0,carriere,Quels sont les profils pour le secteur de l’énergie hydraulique?,"L’énergie hydraulique recrute des diplômés en Génie (systèmes) et Gestion (projets), avec compétences techniques.",/carrieres/profil-energie-hydraulique,
3727.0,carriere,Compétences hydraulique,"L’énergie hydraulique recrute des diplômés en Génie (systèmes) et Gestion (projets), avec compétences techniques.",/carrieres/profil-energie-hydraulique,
3728.0,carriere,Profil emploi hydraulique,"L’énergie hydraulique recrute des diplômés en Génie (systèmes) et Gestion (projets), avec compétences techniques.",/carrieres/profil-energie-hydraulique,
3729.0,carriere,Travailler en hydraulique,"L’énergie hydraulique recrute des diplômés en Génie (systèmes) et Gestion (projets), avec compétences techniques.",/carrieres/profil-energie-hydraulique,
3730.0,carriere,Qualités secteur hydraulique,"L’énergie hydraulique recrute des diplômés en Génie (systèmes) et Gestion (projets), avec compétences techniques.",/carrieres/profil-energie-hydraulique,
3731.0,technique,Quels sont les délais pour une réparation de baromètre?,"La réparation d’un baromètre prend 5 à 7 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-barometre,
3732.0,technique,Temps réparation baromètre,"La réparation d’un baromètre prend 5 à 7 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-barometre,
3733.0,technique,Délai panne baromètre,"La réparation d’un baromètre prend 5 à 7 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-barometre,
3734.0,technique,Quand baromètre réparé?,"La réparation d’un baromètre prend 5 à 7 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-barometre,
3735.0,technique,Réparation technique,"La réparation d’un baromètre prend 5 à 7 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-barometre,
3736.0,examens,Quels sont les critères pour une note d’analyse de données?,"Une note d’analyse de données (max 4 points) est basée sur l’interprétation et la visualisation, sur évaluation.",/etudes/note-analyse-donnees,
3737.0,examens,Conditions note analyse données,"Une note d’analyse de données (max 4 points) est basée sur l’interprétation et la visualisation, sur évaluation.",/etudes/note-analyse-donnees,
3738.0,examens,Obtenir points analyse données,"Une note d’analyse de données (max 4 points) est basée sur l’interprétation et la visualisation, sur évaluation.",/etudes/note-analyse-donnees,
3739.0,examens,Critères data examen,"Une note d’analyse de données (max 4 points) est basée sur l’interprétation et la visualisation, sur évaluation.",/etudes/note-analyse-donnees,
3740.0,examens,Note analyse données ISET,"Une note d’analyse de données (max 4 points) est basée sur l’interprétation et la visualisation, sur évaluation.",/etudes/note-analyse-donnees,
3741.0,international,Quels sont les partenariats pour les projets d’énergie hydraulique?,"Des partenariats avec des firmes énergétiques soutiennent des projets hydrauliques, sur candidature au bureau international.",/international/partenariats-energie-hydraulique,
3742.0,international,Collaborations hydraulique,"Des partenariats avec des firmes énergétiques soutiennent des projets hydrauliques, sur candidature au bureau international.",/international/partenariats-energie-hydraulique,
3743.0,international,Partenaires projets hydraulique,"Des partenariats avec des firmes énergétiques soutiennent des projets hydrauliques, sur candidature au bureau international.",/international/partenariats-energie-hydraulique,
3744.0,international,Liens hydraulique abroad,"Des partenariats avec des firmes énergétiques soutiennent des projets hydrauliques, sur candidature au bureau international.",/international/partenariats-energie-hydraulique,
3745.0,international,Projets hydraulique Sfax,"Des partenariats avec des firmes énergétiques soutiennent des projets hydrauliques, sur candidature au bureau international.",/international/partenariats-energie-hydraulique,
3746.0,vie_etudiante,Quels sont les soutiens pour les activités de tango?,"Le club de tango offre des cours gratuits et 200 DT par spectacle, sur validation par le bureau étudiant.",/vie-etudiante/soutien-tango,
3747.0,vie_etudiante,Aides projets tango,"Le club de tango offre des cours gratuits et 200 DT par spectacle, sur validation par le bureau étudiant.",/vie-etudiante/soutien-tango,
3748.0,vie_etudiante,Support initiatives tango,"Le club de tango offre des cours gratuits et 200 DT par spectacle, sur validation par le bureau étudiant.",/vie-etudiante/soutien-tango,
3749.0,vie_etudiante,Financement tango,"Le club de tango offre des cours gratuits et 200 DT par spectacle, sur validation par le bureau étudiant.",/vie-etudiante/soutien-tango,
3750.0,vie_etudiante,Soutien tango ISET,"Le club de tango offre des cours gratuits et 200 DT par spectacle, sur validation par le bureau étudiant.",/vie-etudiante/soutien-tango,
3751.0,inscription,Quels sont les documents pour une inscription tardive à une formation courte?,"Ajoutez une justification au dossier (CIN, diplôme, paiement de 350 DT), à soumettre avant le 15 octobre.",/admissions/inscription-tardive-formation-courte,
3752.0,inscription,Papiers formation courte retard,"Ajoutez une justification au dossier (CIN, diplôme, paiement de 350 DT), à soumettre avant le 15 octobre.",/admissions/inscription-tardive-formation-courte,
3753.0,inscription,Dossier formation courte tardif,"Ajoutez une justification au dossier (CIN, diplôme, paiement de 350 DT), à soumettre avant le 15 octobre.",/admissions/inscription-tardive-formation-courte,
3754.0,inscription,Documents retard formation courte,"Ajoutez une justification au dossier (CIN, diplôme, paiement de 350 DT), à soumettre avant le 15 octobre.",/admissions/inscription-tardive-formation-courte,
3755.0,inscription,Inscription tardive formation courte,"Ajoutez une justification au dossier (CIN, diplôme, paiement de 350 DT), à soumettre avant le 15 octobre.",/admissions/inscription-tardive-formation-courte,
3756.0,programmes,Quels sont les cours sur la gestion de la maintenance?,"Un module en Génie couvre la maintenance préventive, les coûts et les plans, avec des projets pratiques.",/programmes/cours-gestion-maintenance,
3757.0,programmes,Modules maintenance ISET,"Un module en Génie couvre la maintenance préventive, les coûts et les plans, avec des projets pratiques.",/programmes/cours-gestion-maintenance,
3758.0,programmes,Formation gestion maintenance,"Un module en Génie couvre la maintenance préventive, les coûts et les plans, avec des projets pratiques.",/programmes/cours-gestion-maintenance,
3759.0,programmes,Cours maintenance management,"Un module en Génie couvre la maintenance préventive, les coûts et les plans, avec des projets pratiques.",/programmes/cours-gestion-maintenance,
3760.0,programmes,Maintenance programme,"Un module en Génie couvre la maintenance préventive, les coûts et les plans, avec des projets pratiques.",/programmes/cours-gestion-maintenance,
3761.0,recherche,Quels sont les critères pour une subvention de projet écologique?,"Une subvention (max 2000 DT) nécessite un projet éco-responsable, un impact mesurable et l’accord du comité.",/recherche/subvention-projet-ecologique,
3762.0,recherche,Conditions aide écologique,"Une subvention (max 2000 DT) nécessite un projet éco-responsable, un impact mesurable et l’accord du comité.",/recherche/subvention-projet-ecologique,
3763.0,recherche,Critères subvention écologique,"Une subvention (max 2000 DT) nécessite un projet éco-responsable, un impact mesurable et l’accord du comité.",/recherche/subvention-projet-ecologique,
3764.0,recherche,Éligibilité projet écologique,"Une subvention (max 2000 DT) nécessite un projet éco-responsable, un impact mesurable et l’accord du comité.",/recherche/subvention-projet-ecologique,
3765.0,recherche,Subvention écologique ISET,"Une subvention (max 2000 DT) nécessite un projet éco-responsable, un impact mesurable et l’accord du comité.",/recherche/subvention-projet-ecologique,
3766.0,logistique,Y a-t-il un service de prêt de wattmètres?,"Oui, des wattmètres sont prêtés pour les projets sur demande au service technique, pour une durée de 48h.",/campus/pret-wattmetres,
3767.0,logistique,Emprunter wattmètre,"Oui, des wattmètres sont prêtés pour les projets sur demande au service technique, pour une durée de 48h.",/campus/pret-wattmetres,
3768.0,logistique,Prêt wattmètres,"Oui, des wattmètres sont prêtés pour les projets sur demande au service technique, pour une durée de 48h.",/campus/pret-wattmetres,
3769.0,logistique,Accès wattmètres ISET,"Oui, des wattmètres sont prêtés pour les projets sur demande au service technique, pour une durée de 48h.",/campus/pret-wattmetres,
3770.0,logistique,Wattmètres campus,"Oui, des wattmètres sont prêtés pour les projets sur demande au service technique, pour une durée de 48h.",/campus/pret-wattmetres,
3771.0,administration,Comment demander une attestation de non-participation à une conférence?,Demandez au bureau de la recherche avec votre carte d’étudiant. Délivrée sous 48h pour justifier une non-participation.,/administration/attestation-non-conference,
3772.0,administration,Certificat sans conférence,Demandez au bureau de la recherche avec votre carte d’étudiant. Délivrée sous 48h pour justifier une non-participation.,/administration/attestation-non-conference,
3773.0,administration,Preuve absence conférence,Demandez au bureau de la recherche avec votre carte d’étudiant. Délivrée sous 48h pour justifier une non-participation.,/administration/attestation-non-conference,
3774.0,administration,Attestation non-conférence ISET,Demandez au bureau de la recherche avec votre carte d’étudiant. Délivrée sous 48h pour justifier une non-participation.,/administration/attestation-non-conference,
3775.0,administration,Document sans conférence,Demandez au bureau de la recherche avec votre carte d’étudiant. Délivrée sous 48h pour justifier une non-participation.,/administration/attestation-non-conference,
3776.0,carriere,Quels sont les profils pour le secteur de la gestion de projet?,"La gestion de projet recrute des diplômés en Gestion (planification) et TIC (outils), avec organisation et leadership.",/carrieres/profil-gestion-projet,
3777.0,carriere,Compétences gestion projet,"La gestion de projet recrute des diplômés en Gestion (planification) et TIC (outils), avec organisation et leadership.",/carrieres/profil-gestion-projet,
3778.0,carriere,Profil emploi gestion projet,"La gestion de projet recrute des diplômés en Gestion (planification) et TIC (outils), avec organisation et leadership.",/carrieres/profil-gestion-projet,
3779.0,carriere,Travailler en gestion projet,"La gestion de projet recrute des diplômés en Gestion (planification) et TIC (outils), avec organisation et leadership.",/carrieres/profil-gestion-projet,
3780.0,carriere,Qualités secteur gestion projet,"La gestion de projet recrute des diplômés en Gestion (planification) et TIC (outils), avec organisation et leadership.",/carrieres/profil-gestion-projet,
3781.0,technique,Quels sont les délais pour une réparation de wattmètre?,"La réparation d’un wattmètre prend 5 à 7 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-wattmetre,
3782.0,technique,Temps réparation wattmètre,"La réparation d’un wattmètre prend 5 à 7 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-wattmetre,
3783.0,technique,Délai panne wattmètre,"La réparation d’un wattmètre prend 5 à 7 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-wattmetre,
3784.0,technique,Quand wattmètre réparé?,"La réparation d’un wattmètre prend 5 à 7 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-wattmetre,
3785.0,technique,Réparation technique,"La réparation d’un wattmètre prend 5 à 7 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-wattmetre,
3786.0,examens,Quels sont les critères pour une note de résolution de conflits?,"Une note de résolution de conflits (max 3 points) est basée sur la médiation et les solutions, sur évaluation.",/etudes/note-resolution-conflits,
3787.0,examens,Conditions note résolution conflits,"Une note de résolution de conflits (max 3 points) est basée sur la médiation et les solutions, sur évaluation.",/etudes/note-resolution-conflits,
3788.0,examens,Obtenir points résolution conflits,"Une note de résolution de conflits (max 3 points) est basée sur la médiation et les solutions, sur évaluation.",/etudes/note-resolution-conflits,
3789.0,examens,Critères conflits examen,"Une note de résolution de conflits (max 3 points) est basée sur la médiation et les solutions, sur évaluation.",/etudes/note-resolution-conflits,
3790.0,examens,Note résolution conflits ISET,"Une note de résolution de conflits (max 3 points) est basée sur la médiation et les solutions, sur évaluation.",/etudes/note-resolution-conflits,
3791.0,international,Quels sont les partenariats pour les projets de gestion de projet?,"Des partenariats avec des entreprises soutiennent des projets de gestion, sur candidature au bureau international.",/international/partenariats-gestion-projet,
3792.0,international,Collaborations gestion projet,"Des partenariats avec des entreprises soutiennent des projets de gestion, sur candidature au bureau international.",/international/partenariats-gestion-projet,
3793.0,international,Partenaires projets gestion projet,"Des partenariats avec des entreprises soutiennent des projets de gestion, sur candidature au bureau international.",/international/partenariats-gestion-projet,
3794.0,international,Liens gestion projet abroad,"Des partenariats avec des entreprises soutiennent des projets de gestion, sur candidature au bureau international.",/international/partenariats-gestion-projet,
3795.0,international,Projets gestion projet Sfax,"Des partenariats avec des entreprises soutiennent des projets de gestion, sur candidature au bureau international.",/international/partenariats-gestion-projet,
3796.0,vie_etudiante,Quels sont les soutiens pour les activités de capoeira?,"Le club de capoeira offre des instruments et 200 DT par démonstration, sur validation par le bureau étudiant.",/vie-etudiante/soutien-capoeira,
3797.0,vie_etudiante,Aides projets capoeira,"Le club de capoeira offre des instruments et 200 DT par démonstration, sur validation par le bureau étudiant.",/vie-etudiante/soutien-capoeira,
3798.0,vie_etudiante,Support initiatives capoeira,"Le club de capoeira offre des instruments et 200 DT par démonstration, sur validation par le bureau étudiant.",/vie-etudiante/soutien-capoeira,
3799.0,vie_etudiante,Financement capoeira,"Le club de capoeira offre des instruments et 200 DT par démonstration, sur validation par le bureau étudiant.",/vie-etudiante/soutien-capoeira,
3800.0,vie_etudiante,Soutien capoeira ISET,"Le club de capoeira offre des instruments et 200 DT par démonstration, sur validation par le bureau étudiant.",/vie-etudiante/soutien-capoeira,
3801.0,inscription,Quels sont les critères pour une inscription en ligne à une formation professionnelle?,"Une inscription en ligne à une formation pro nécessite un CV, une CIN, un diplôme et 400 DT, avant le 30 septembre.",/admissions/inscription-pro-en-ligne,
3802.0,inscription,Conditions pro en ligne,"Une inscription en ligne à une formation pro nécessite un CV, une CIN, un diplôme et 400 DT, avant le 30 septembre.",/admissions/inscription-pro-en-ligne,
3803.0,inscription,Critères inscription pro web,"Une inscription en ligne à une formation pro nécessite un CV, une CIN, un diplôme et 400 DT, avant le 30 septembre.",/admissions/inscription-pro-en-ligne,
3804.0,inscription,Inscription pro virtuelle,"Une inscription en ligne à une formation pro nécessite un CV, une CIN, un diplôme et 400 DT, avant le 30 septembre.",/admissions/inscription-pro-en-ligne,
3805.0,inscription,Pro ISET en ligne,"Une inscription en ligne à une formation pro nécessite un CV, une CIN, un diplôme et 400 DT, avant le 30 septembre.",/admissions/inscription-pro-en-ligne,
3806.0,programmes,Quels sont les cours sur la gestion des transports?,"Un module en Gestion couvre la logistique, les flottes et les coûts, avec des simulations de transport.",/programmes/cours-gestion-transports,
3807.0,programmes,Modules transports ISET,"Un module en Gestion couvre la logistique, les flottes et les coûts, avec des simulations de transport.",/programmes/cours-gestion-transports,
3808.0,programmes,Formation gestion transports,"Un module en Gestion couvre la logistique, les flottes et les coûts, avec des simulations de transport.",/programmes/cours-gestion-transports,
3809.0,programmes,Cours transport management,"Un module en Gestion couvre la logistique, les flottes et les coûts, avec des simulations de transport.",/programmes/cours-gestion-transports,
3810.0,programmes,Transports programme,"Un module en Gestion couvre la logistique, les flottes et les coûts, avec des simulations de transport.",/programmes/cours-gestion-transports,
3811.0,recherche,Quels sont les critères pour une subvention de projet social?,"Une subvention (max 1500 DT) nécessite un projet à impact social, un plan et l’accord du comité étudiant.",/recherche/subvention-projet-social,
3812.0,recherche,Conditions aide social,"Une subvention (max 1500 DT) nécessite un projet à impact social, un plan et l’accord du comité étudiant.",/recherche/subvention-projet-social,
3813.0,recherche,Critères subvention social,"Une subvention (max 1500 DT) nécessite un projet à impact social, un plan et l’accord du comité étudiant.",/recherche/subvention-projet-social,
3814.0,recherche,Éligibilité projet social,"Une subvention (max 1500 DT) nécessite un projet à impact social, un plan et l’accord du comité étudiant.",/recherche/subvention-projet-social,
3815.0,recherche,Subvention social ISET,"Une subvention (max 1500 DT) nécessite un projet à impact social, un plan et l’accord du comité étudiant.",/recherche/subvention-projet-social,
3816.0,logistique,Y a-t-il un service de prêt de voltmètres?,"Oui, des voltmètres sont prêtés pour les TP sur demande au service technique, pour une durée de 48h.",/campus/pret-voltmetres,
3817.0,logistique,Emprunter voltmètre,"Oui, des voltmètres sont prêtés pour les TP sur demande au service technique, pour une durée de 48h.",/campus/pret-voltmetres,
3818.0,logistique,Prêt voltmètres,"Oui, des voltmètres sont prêtés pour les TP sur demande au service technique, pour une durée de 48h.",/campus/pret-voltmetres,
3819.0,logistique,Accès voltmètres ISET,"Oui, des voltmètres sont prêtés pour les TP sur demande au service technique, pour une durée de 48h.",/campus/pret-voltmetres,
3820.0,logistique,Voltmètres campus,"Oui, des voltmètres sont prêtés pour les TP sur demande au service technique, pour une durée de 48h.",/campus/pret-voltmetres,
3821.0,administration,Comment demander une attestation de présence à un séminaire virtuel?,Demandez au bureau de la recherche avec votre inscription au séminaire virtuel. Délivrée sous 3 jours après vérification.,/administration/attestation-seminaire-virtuel,
3822.0,administration,Certificat séminaire virtuel,Demandez au bureau de la recherche avec votre inscription au séminaire virtuel. Délivrée sous 3 jours après vérification.,/administration/attestation-seminaire-virtuel,
3823.0,administration,Preuve participation séminaire en ligne,Demandez au bureau de la recherche avec votre inscription au séminaire virtuel. Délivrée sous 3 jours après vérification.,/administration/attestation-seminaire-virtuel,
3824.0,administration,Attestation séminaire virtuel ISET,Demandez au bureau de la recherche avec votre inscription au séminaire virtuel. Délivrée sous 3 jours après vérification.,/administration/attestation-seminaire-virtuel,
3825.0,administration,Document séminaire virtuel,Demandez au bureau de la recherche avec votre inscription au séminaire virtuel. Délivrée sous 3 jours après vérification.,/administration/attestation-seminaire-virtuel,
3826.0,carriere,Quels sont les profils pour le secteur des énergies vertes?,"Les énergies vertes recrutent des diplômés en Génie (systèmes) et Gestion (projets), avec une vision écologique.",/carrieres/profil-energies-vertes,
3827.0,carriere,Compétences énergies vertes,"Les énergies vertes recrutent des diplômés en Génie (systèmes) et Gestion (projets), avec une vision écologique.",/carrieres/profil-energies-vertes,
3828.0,carriere,Profil emploi énergies vertes,"Les énergies vertes recrutent des diplômés en Génie (systèmes) et Gestion (projets), avec une vision écologique.",/carrieres/profil-energies-vertes,
3829.0,carriere,Travailler en énergies vertes,"Les énergies vertes recrutent des diplômés en Génie (systèmes) et Gestion (projets), avec une vision écologique.",/carrieres/profil-energies-vertes,
3830.0,carriere,Qualités secteur énergies vertes,"Les énergies vertes recrutent des diplômés en Génie (systèmes) et Gestion (projets), avec une vision écologique.",/carrieres/profil-energies-vertes,
3831.0,technique,Quels sont les délais pour une réparation de voltmètre?,"La réparation d’un voltmètre prend 3 à 5 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-voltmetre,
3832.0,technique,Temps réparation voltmètre,"La réparation d’un voltmètre prend 3 à 5 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-voltmetre,
3833.0,technique,Délai panne voltmètre,"La réparation d’un voltmètre prend 3 à 5 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-voltmetre,
3834.0,technique,Quand voltmètre réparé?,"La réparation d’un voltmètre prend 3 à 5 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-voltmetre,
3835.0,technique,Réparation technique,"La réparation d’un voltmètre prend 3 à 5 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-voltmetre,
3836.0,examens,Quels sont les critères pour une note de créativité?,"Une note de créativité (max 3 points) est basée sur l’originalité et l’innovation, sur évaluation du jury.",/etudes/note-creativite,
3837.0,examens,Conditions note créativité,"Une note de créativité (max 3 points) est basée sur l’originalité et l’innovation, sur évaluation du jury.",/etudes/note-creativite,
3838.0,examens,Obtenir points créativité,"Une note de créativité (max 3 points) est basée sur l’originalité et l’innovation, sur évaluation du jury.",/etudes/note-creativite,
3839.0,examens,Critères création examen,"Une note de créativité (max 3 points) est basée sur l’originalité et l’innovation, sur évaluation du jury.",/etudes/note-creativite,
3840.0,examens,Note créativité ISET,"Une note de créativité (max 3 points) est basée sur l’originalité et l’innovation, sur évaluation du jury.",/etudes/note-creativite,
3841.0,international,Quels sont les partenariats pour les projets d’énergies vertes?,"Des partenariats avec des ONG éco soutiennent des projets d’énergies vertes, sur candidature au bureau international.",/international/partenariats-energies-vertes,
3842.0,international,Collaborations énergies vertes,"Des partenariats avec des ONG éco soutiennent des projets d’énergies vertes, sur candidature au bureau international.",/international/partenariats-energies-vertes,
3843.0,international,Partenaires projets énergies vertes,"Des partenariats avec des ONG éco soutiennent des projets d’énergies vertes, sur candidature au bureau international.",/international/partenariats-energies-vertes,
3844.0,international,Liens énergies vertes abroad,"Des partenariats avec des ONG éco soutiennent des projets d’énergies vertes, sur candidature au bureau international.",/international/partenariats-energies-vertes,
3845.0,international,Projets énergies vertes Sfax,"Des partenariats avec des ONG éco soutiennent des projets d’énergies vertes, sur candidature au bureau international.",/international/partenariats-energies-vertes,
3846.0,vie_etudiante,Quels sont les soutiens pour les activités de zumba?,"Le club de zumba offre des cours gratuits et 150 DT par événement, sur validation par le bureau étudiant.",/vie-etudiante/soutien-zumba,
3847.0,vie_etudiante,Aides projets zumba,"Le club de zumba offre des cours gratuits et 150 DT par événement, sur validation par le bureau étudiant.",/vie-etudiante/soutien-zumba,
3848.0,vie_etudiante,Support initiatives zumba,"Le club de zumba offre des cours gratuits et 150 DT par événement, sur validation par le bureau étudiant.",/vie-etudiante/soutien-zumba,
3849.0,vie_etudiante,Financement zumba,"Le club de zumba offre des cours gratuits et 150 DT par événement, sur validation par le bureau étudiant.",/vie-etudiante/soutien-zumba,
3850.0,vie_etudiante,Soutien zumba ISET,"Le club de zumba offre des cours gratuits et 150 DT par événement, sur validation par le bureau étudiant.",/vie-etudiante/soutien-zumba,
3851.0,inscription,Quels sont les documents pour une inscription tardive à une formation pro?,"Ajoutez une justification au dossier (CV, CIN, diplôme, paiement de 450 DT), à soumettre avant le 15 octobre.",/admissions/inscription-tardive-formation-pro,
3852.0,inscription,Papiers pro retard,"Ajoutez une justification au dossier (CV, CIN, diplôme, paiement de 450 DT), à soumettre avant le 15 octobre.",/admissions/inscription-tardive-formation-pro,
3853.0,inscription,Dossier pro tardif,"Ajoutez une justification au dossier (CV, CIN, diplôme, paiement de 450 DT), à soumettre avant le 15 octobre.",/admissions/inscription-tardive-formation-pro,
3854.0,inscription,Documents retard pro,"Ajoutez une justification au dossier (CV, CIN, diplôme, paiement de 450 DT), à soumettre avant le 15 octobre.",/admissions/inscription-tardive-formation-pro,
3855.0,inscription,Inscription tardive pro,"Ajoutez une justification au dossier (CV, CIN, diplôme, paiement de 450 DT), à soumettre avant le 15 octobre.",/admissions/inscription-tardive-formation-pro,
3856.0,programmes,Quels sont les cours sur la gestion de la qualité?,"Un module en Gestion couvre les normes ISO, les audits et l’amélioration continue, avec des études de cas.",/programmes/cours-gestion-qualite,
3857.0,programmes,Modules qualité ISET,"Un module en Gestion couvre les normes ISO, les audits et l’amélioration continue, avec des études de cas.",/programmes/cours-gestion-qualite,
3858.0,programmes,Formation gestion qualité,"Un module en Gestion couvre les normes ISO, les audits et l’amélioration continue, avec des études de cas.",/programmes/cours-gestion-qualite,
3859.0,programmes,Cours quality management,"Un module en Gestion couvre les normes ISO, les audits et l’amélioration continue, avec des études de cas.",/programmes/cours-gestion-qualite,
3860.0,programmes,Qualité programme,"Un module en Gestion couvre les normes ISO, les audits et l’amélioration continue, avec des études de cas.",/programmes/cours-gestion-qualite,
